"pmid","priority","doi","title","year","journal","primary_text_source","source_markdown_path","upload_markdown_path","file_size"
"37063905","medium","10.3389/fimmu.2023.1155222","Pyroptosis-triggered pathogenesis: New insights on antiphospholipid syndrome","2023","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\37063905__Tan_Y._2023_Frontiers_in_immunology_Pyroptosis-triggered_pathogenesis_Ne\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_37063905.md","39752"
"37275894","medium","10.3389/fimmu.2023.1145145","An update on the biologics for the treatment of antiphospholipid syndrome","2023","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\37275894__Yun_Z._2023_Frontiers_in_immunology_An_update_on_the_biologics_for_the_t\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_37275894.md","25710"
"37568869","medium","10.3390/diagnostics13152507","Anti-Phosphatidylserine, Anti-Prothrombin, and Anti-Annexin V Autoantibodies in Antiphospholipid Syndrome: A Real-Life Study","2023","Diagnostics (Basel, Switzerland)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\37568869__Roselli_D._2023_Diagnostics_Basel_Anti-Phosphatidylserine_Anti-Prothromb\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_37568869.md","24102"
"37626793","medium","10.3390/biomedicines11082298","Preeclampsia and the Antiphospholipid Syndrome","2023","Biomedicines","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\37626793__Mayer-Pickel_K._2023_Biomedicines_Preeclampsia_and_the_Antiphospholipid_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_37626793.md","39563"
"37803443","medium","10.1186/s13075-023-03175-8","Association of anti-β2-glycoprotein I/HLA-DR complex antibody with arterial thrombosis in female patients with systemic rheumatic diseases","2023","Arthritis research & therapy","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\37803443__Yoneda_K._2023_Arthritis_research_therapy_Association_of_anti-β2-glycopr\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_37803443.md","48142"
"38193060","medium","10.1016/j.rpth.2023.102227","Antiphospholipid syndrome in rural, remote, and First Nations peoples in the Top End of the Northern Territory, Australia","2023","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\38193060__Agbayani_E._2023_Research_and_practice_in_Antiphospholipid_syndrome_in_r\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_38193060.md","30286"
"38623474","medium","10.1016/j.rpth.2024.102385","Testing for the lupus anticoagulant: the good, the bad, and the ugly","2024","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\38623474__Favaloro_J._2024_Research_and_practice_in_Testing_for_the_lupus_anticoag\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_38623474.md","40248"
"38731197","medium","10.3390/jcm13092668","Understanding the Pathophysiology of Preeclampsia: Exploring the Role of Antiphospholipid Antibodies and Future Directions","2024","Journal of clinical medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\38731197__Mitranovici_M._2024_Journal_of_clinical_medicine_Understanding_the_Patho\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_38731197.md","48942"
"38869951","medium","10.1172/jci169893","Neutrophil glucose flux as a therapeutic target in antiphospholipid syndrome","2024","The Journal of clinical investigation","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\38869951__Tambralli_A._2024_The_Journal_of_clinical_Neutrophil_glucose_flux_as_a_t\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_38869951.md","67289"
"39064231","medium","10.3390/jcm13144191","Antiphospholipid Syndrome: Insights into Molecular Mechanisms and Clinical Manifestations","2024","Journal of clinical medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39064231__Celia_A._2024_Journal_of_clinical_medicine_Antiphospholipid_Syndrome_Ins\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39064231.md","26027"
"39105064","medium","10.1055/s-0044-1788653","An Intestinal Microbiome Intervention Affects Biochemical Disease Activity in Patients with Antiphospholipid Syndrome","2024","TH open : companion journal to thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39105064__Jansen_I._2024_TH_open_companion_journal_An_Intestinal_Microbiome_Interv\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39105064.md","25772"
"39107892","medium","10.1093/rheumatology/keae397","Kidney whole-transcriptome profiling in primary antiphospholipid syndrome reveals complement, interferons and NETs-related gene expression","2024","Rheumatology (Oxford, England)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39107892__Tektonidou_G._2024_Rheumatology_Oxford_England_Kidney_whole-transcriptom\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39107892.md","23939"
"39252716","medium","10.7759/cureus.66555","Antiphospholipid Syndrome and Catastrophic Antiphospholipid Syndrome: A Comprehensive Review of Pathogenesis, Clinical Features, and Management Strategies","2024","Cureus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39252716__Parepalli_A._2024_Cureus_Antiphospholipid_Syndrome_and_Catastrophic_Anti\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39252716.md","39333"
"39337405","medium","10.3390/ijms25189917","Parvovirus B19 Infection Is Associated with the Formation of Neutrophil Extracellular Traps and Thrombosis: A Possible Linkage of the VP1 Unique Region","2024","International journal of molecular sciences","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39337405__Tzang_B._2024_International_journal_of_Parvovirus_B19_Infection_Is_Assoc\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39337405.md","40061"
"39355252","medium","10.3389/fimmu.2024.1459842","Cell-bound complement activation products in antiphospholipid antibody-positive patients without other systemic autoimmune rheumatic diseases","2024","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39355252__Erkan_D._2024_Frontiers_in_immunology_Cell-bound_complement_activation_p\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39355252.md","21167"
"39670300","medium","10.3892/ijmm.2024.5471","Vitamin D affects antiphospholipid syndrome by regulating T cells (Review)","2024","International journal of molecular medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39670300__Huo_R._2024_International_journal_of_Vitamin_D_affects_antiphospholipid_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39670300.md","38534"
"39692090","medium","10.1177/10760296241306751","Key Issues at the Forefront of Diagnosis and Testing for Antiphospholipid Syndrome","2024","Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39692090__Qiao_J._2024_Clinical_and_applied_Key_Issues_at_the_Forefront_of_Diagnos\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39692090.md","28958"
"39726607","medium","10.3389/fimmu.2024.1514433","Interpreting high levels of unfolded Von Willebrand Factor in patients with the antiphospholipid syndrome","2024","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39726607__de_L._2024_Frontiers_in_immunology_Interpreting_high_levels_of_unfolded_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39726607.md","25764"
"39732740","medium","10.1038/s41598-024-82451-2","Impact of antiphospholipid syndrome on placenta and uterine NK cell function: insights from a mouse model","2024","Scientific reports","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\39732740__Martirosyan_A._2024_Scientific_reports_Impact_of_antiphospholipid_syndro\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_39732740.md","57739"
"40025243","medium","10.1038/s41598-025-91739-w","Secondary prevention with antiplatelet medications in patients with antiphospholipid antibody-related stroke","2025","Scientific reports","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40025243__Yang_W._2025_Scientific_reports_Secondary_prevention_with_antiplatelet_m\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40025243.md","24197"
"40040717","medium","10.3389/fimmu.2025.1523799","Ubiquitin-proteasome system: a potential participant and therapeutic target in antiphospholipid syndrome","2025","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40040717__Wang_H._2025_Frontiers_in_immunology_Ubiquitin-proteasome_system_a_poten\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40040717.md","49885"
"40093963","medium","10.1016/j.rpth.2025.102694","Intrinsic pathway activation in patients with antiphospholipid syndrome and healthy controls","2025","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40093963__van_M._2025_Research_and_practice_in_Intrinsic_pathway_activation_in_pat\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40093963.md","24863"
"40110660","medium","10.1515/cclm-2025-0032","Antiphospholipid IgG Certified Reference Material ERM ® -DA477/IFCC: a tool for aPL harmonization?","2025","Clinical chemistry and laboratory medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40110660__Grossi_C._2025_Clinical_chemistry_and_Antiphospholipid_IgG_Certified_Ref\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40110660.md","34322"
"40128683","medium","10.1186/s12884-025-07471-w","Antiphospholipid syndrome in pregnancy: a comprehensive literature review","2025","BMC pregnancy and childbirth","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40128683__Murvai_V._2025_BMC_pregnancy_and_childbirth_Antiphospholipid_syndrome_in\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40128683.md","63171"
"40236287","medium","10.1016/j.rpth.2025.102724","Unresolved issues in the diagnosis and management of thrombotic antiphospholipid syndrome","2025","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40236287__Arachchillage_J._2025_Research_and_practice_in_Unresolved_issues_in_the_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40236287.md","40712"
"40279303","medium","10.1371/journal.pone.0321405","Beyond antibodies: Beta-2 glycoprotein I as the unsung guardian of pregnancy","2025","PloS one","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40279303__Yagi_K._2025_PloS_one_Beyond_antibodies_Beta-2_glycoprotein_I_as_the_uns\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40279303.md","37431"
"40336949","medium","10.3389/fimmu.2025.1541165","Anti-β2 glycoprotein domain 1 antibody as a diagnostic marker for antiphospholipid syndrome and a predictor of thrombosis: a systematic review and meta-analysis","2025","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40336949__Li_L._2025_Frontiers_in_immunology_Anti-β2_glycoprotein_domain_1_antibod\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40336949.md","33342"
"40386969","medium","10.1002/art.43258","Antiphospholipid Syndrome: An Antibody‐Mediated Disease With Emerging Therapeutic Opportunities","2025","Arthritis & rheumatology (Hoboken, N.J.)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40386969__Newman_G._2025_Arthritis_rheumatology_Antiphospholipid_Syndrome_An_Antib\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40386969.md","29138"
"40488177","medium","10.1016/j.rpth.2025.102856","Efficacy and safety of direct oral anticoagulants compared with warfarin in antiphospholipid syndrome. Results of a multicenter retrospective cohort study","2025","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40488177__Elsebaie_T._2025_Research_and_practice_in_Efficacy_and_safety_of_direct_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40488177.md","31412"
"40592722","medium","10.1136/rmdopen-2025-005489","Thrombin generation test as a useful tool for improving disease severity stratification in antiphospholipid syndrome","2025","RMD open","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40592722__Yelnik_C._2025_RMD_open_Thrombin_generation_test_as_a_useful_tool_for_im\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40592722.md","32959"
"40606218","medium","10.3389/fneph.2025.1572641","Case Report: Failure of eculizumab to block complement to prevent relapse of anti-phospholipid syndrome in kidney transplant recipient","2025","Frontiers in nephrology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40606218__Laban_T._2025_Frontiers_in_nephrology_Case_Report_Failure_of_eculizumab_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40606218.md","15261"
"40872611","medium","10.3390/ph18081224","Drug Combination Recommendation Model for Systemic Lupus Erythematosus and Antiphospholipid Syndrome","2025","Pharmaceuticals (Basel, Switzerland)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40872611__Wang_L._2025_Pharmaceuticals_Basel_Drug_Combination_Recommendation_Model\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40872611.md","56279"
"40895602","medium","10.1016/j.yjsbx.2025.100135","The J-shape of β2GPI reveals a cryptic discontinuous epitope across domains I and II","2025","Journal of structural biology: X","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40895602__Lalaurie_J._2025_Journal_of_structural_The_J-shape_of_β2GPI_reveals_a_cr\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40895602.md","50005"
"40971681","medium","10.1093/rheumatology/keaf484","Elevated pre-eclampsia risk in lupus nephritis and antiphospholipid syndrome: a nationwide Spanish registry analysis","2026","Rheumatology (Oxford, England)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\40971681__Martín-Portugués_M._2026_Rheumatology_Oxford_England_Elevated_pre-eclamp\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_40971681.md","30087"
"41279156","medium","10.1101/2025.11.07.687095","Antiphospholipid syndrome (APS) is a platelet factor 4 (PF4)-centric immunothrombotic disorder","2025","bioRxiv : the preprint server for biology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41279156__Field_O._2025_bioRxiv_the_preprint_server_Antiphospholipid_syndrome_APS_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41279156.md","48983"
"41383627","medium","10.3389/fimmu.2025.1722080","Immune-mediated mechanisms and maternal-fetal interface dysfunction in obstetric antiphospholipid syndrome","2025","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41383627__Ma_G._2025_Frontiers_in_immunology_Immune-mediated_mechanisms_and_matern\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41383627.md","39774"
"41479829","medium","10.5527/wjn.v14.i4.110882","Role of antiphospholipid antibodies in kidney disease: Risk factors, immunopathogenesis, and diagnosis","2025","World journal of nephrology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41479829__Abbas_K._2025_World_journal_of_nephrology_Role_of_antiphospholipid_antib\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41479829.md","47297"
"41573586","medium","10.3389/fimmu.2025.1721515","Terrible APS — a newly defined variant of severe APS","2026","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41573586__Niznik_S._2026_Frontiers_in_immunology_Terrible_APS_-_a_newly_defined_va\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41573586.md","33400"
"41623307","medium","10.1016/j.xkme.2025.101223","Caveolin-1 as a Marker of Endothelial Damage in Primary Antiphospholipid Syndrome Nephropathy","2025","Kidney medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41623307__Sciascia_S._2025_Kidney_medicine_Caveolin-1_as_a_Marker_of_Endothelial_D\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41623307.md","19758"
"41659864","medium","10.3389/fimmu.2026.1743498","Animal models of antiphospholipid syndrome","2026","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41659864__Ren_C._2026_Frontiers_in_immunology_Animal_models_of_antiphospholipid_sy\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41659864.md","46328"
"41689663","medium","10.1007/s10238-026-02048-z","Translational immunothrombosis in autoimmune Heparin-Induced thrombocytopenia: targeting the FcγRIIa–Syk–BTK and complement pathways","2026","Clinical and experimental medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41689663__Ahmadinia_M._2026_Clinical_and_experimental_Translational_immunothrombos\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41689663.md","74754"
"41867182","medium","10.64898/2026.03.04.26347632","A Common Missense Variant, W335S, in β2-Glycoprotein I (APOH) is Associated with Increased Autoantibody Levels but Reduced Venous Thromboembolism Risk","2026","medRxiv : the preprint server for health sciences","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41867182__Lalaurie_C._2026_medRxiv_the_preprint_server_A_Common_Missense_Variant_W\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41867182.md","57291"
"41890553","medium","10.1016/j.rpth.2026.103396","Antiphospholipid syndrome and pregnancy—a hematologic perspective","2026","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41890553__Doyle_J._2026_Research_and_practice_in_Antiphospholipid_syndrome_and_pre\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41890553.md","40700"
"41956709","medium","10.1136/rmdopen-2025-006504","Severe thrombocytopenia in antiphospholipid syndrome: a retrospective study of 432 patients","2026","RMD open","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\41956709__Schmidt_C._2026_RMD_open_Severe_thrombocytopenia_in_antiphospholipid_syn\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_41956709.md","25790"
